"Reporting.Year" "County" "Agency.Name" "Agency.Report.Number" "Rec.Seq.Nbr" "Report.Date" "Victim.Age" "Victim.Sex" "Victim.Race" "Offender.Age" "Offender.Sex" "Offender.Race" "Weapon.Type" "Justifiable.Circumstance" "Justifiable.Code" "Situation.Code" "Victim.Relationship" "Circumstance.Code"
"2003" "Palm Beach" "Palm Beach County Sheriffs Office" "3135734" 2 "" "18" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2003" "Pinellas" "St. Petersburg Police Department" "2003-052512" 1 "8/27/2003" "37" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2003" "Pinellas" "St. Petersburg Police Department" "2003-052512" 2 "" "33" "F-FEMALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2003" "Putnam" "Putnam County Sheriffs Office" "2003-7731" 1 "7/21/2003" "36" "M-MALE" "W-WHITE" "24" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "M-MONEY ARGUMENT"
"2003" "Putnam" "Putnam County Sheriffs Office" "2003-7731" 2 "" "36" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2003" "St. Lucie" "Fort Pierce Police Department" "2003400671" 1 "1/17/2003" "42" "M-MALE" "B-BLACK" "64" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "C-CHILD" "Z-OTHER"
"2003" "St. Lucie" "Fort Pierce Police Department" "2003400671" 2 "" "43" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2003" "St. Lucie" "Fort Pierce Police Department" "2003403785" 1 "3/27/2003" "21" "M-MALE" "W-WHITE" "UK" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2003" "St. Lucie" "Fort Pierce Police Department" "2003403785" 2 "" "28" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2003" "Volusia" "Volusia County Sheriffs Office" "3-20117" 1 "6/7/2003" "50" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "C-CHILD" ""
"2003" "Volusia" "Volusia County Sheriffs Office" "3-20117" 2 "6/7/2003" "80" "F-FEMALE" "W-WHITE" "77" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "Z-OTHER"
"2003" "Volusia" "Volusia County Sheriffs Office" "3-41507" 1 "12/1/2003" "26" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2003" "Volusia" "Volusia County Sheriffs Office" "3-41507" 2 "12/1/2003" "28" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2003" "Volusia" "Volusia County Sheriffs Office" "3-41507" 3 "12/1/2003" "64" "F-FEMALE" "W-WHITE" "28" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Bay" "Bay County Sheriffs Office" "2004-112580" 1 "8/28/2004" "21" "M-MALE" "W-WHITE" "21" "M-MALE" "W-WHITE" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "F-OTHER FELONY INVOLVED"
"2004" "Bay" "Bay County Sheriffs Office" "2004-112580" 2 "" "17" "F-FEMALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "Z-OTHER" ""
"2004" "Broward" "Broward County Sheriffs Office" "BS040308186" 1 "3/17/2004" "33" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2004" "Broward" "Broward County Sheriffs Office" "BS040308186" 2 "" "40" "M-MALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2004" "Broward" "Lauderhill Police Department" "4101081" 1 "10/8/2004" "25" "F-FEMALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Broward" "Lauderhill Police Department" "4101081" 2 "" "39" "M-MALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2004" "Clay" "Clay County Sheriffs Office" "2004019377" 1 "5/23/2004" "45" "F-FEMALE" "W-WHITE" "24" "M-MALE" "B-BLACK" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "D-DRUG RELATED ARGUMENT"
"2004" "Clay" "Clay County Sheriffs Office" "2004019377" 2 "" "37" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "Z-OTHER" ""
"2004" "Clay" "Clay County Sheriffs Office" "2004019377" 3 "" "53" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "Z-OTHER" ""
"2004" "Clay" "Clay County Sheriffs Office" "2004019377" 4 "" "51" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "Z-OTHER" ""
"2004" "Clay" "Clay County Sheriffs Office" "2004020090" 1 "5/29/2004" "43" "M-MALE" "W-WHITE" "38" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2004" "Clay" "Clay County Sheriffs Office" "2004020090" 2 "" "34" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "S-SPOUSE" ""
"2004" "Collier" "Collier County Sheriffs Office" "400005775" 1 "2/18/2004" "61" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2004" "Collier" "Collier County Sheriffs Office" "400005775" 2 "" "57" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Duval" "Jacksonville Sheriffs Office" "2004- 179738" 1 "2/29/2004" "13" "M-MALE" "B-BLACK" "22" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "Z-OTHER" "U-UNKNOWN"
"2004" "Duval" "Jacksonville Sheriffs Office" "2004- 179738" 2 "2/29/2004" "32" "M-MALE" "B-BLACK" "22" "M-MALE" "B-BLACK" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Duval" "Jacksonville Sheriffs Office" "2004- 191701" 1 "3/3/2004" "21" "M-MALE" "W-WHITE" "22" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "Z-OTHER" "U-UNKNOWN"
"2004" "Duval" "Jacksonville Sheriffs Office" "2004- 191701" 2 "3/3/2004" "23" "M-MALE" "W-WHITE" "22" "M-MALE" "W-WHITE" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Duval" "Jacksonville Sheriffs Office" "2004- 229074" 1 "3/16/2004" "31" "M-MALE" "B-BLACK" "21" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "Z-OTHER" "Z-OTHER"
"2004" "Duval" "Jacksonville Sheriffs Office" "2004- 229074" 2 "3/16/2004" "40" "F-FEMALE" "B-BLACK" "19" "M-MALE" "B-BLACK" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Gadsden" "Gadsden County Sheriffs Office" "04-13260" 1 "4/19/2004" "35" "F-FEMALE" "B-BLACK" "21" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "L-LOVERS QUARREL"
"2004" "Gadsden" "Gadsden County Sheriffs Office" "04-13260" 2 "" "19" "F-FEMALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Gadsden" "Gadsden County Sheriffs Office" "04-13260" 3 "" "14" "F-FEMALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Gadsden" "Gadsden County Sheriffs Office" "04-13260" 4 "" "9" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Hernando" "Hernando County Sheriffs Office" "200417313" 1 "8/13/2004" "26" "F-FEMALE" "W-WHITE" "17" "F-FEMALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "Z-OTHER" "D-DRUG RELATED ARGUMENT"
"2004" "Hernando" "Hernando County Sheriffs Office" "200417313" 2 "" "28" "M-MALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "Z-OTHER" ""
"2004" "Hillsborough" "Hillsborough County Sheriffs Office" "4061241" 1 "6/23/2004" "47" "F-FEMALE" "W-WHITE" "63" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2004" "Hillsborough" "Hillsborough County Sheriffs Office" "4061241" 2 "" "46" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Hillsborough" "Hillsborough County Sheriffs Office" "4119256" 1 "12/10/2004" "12" "M-MALE" "W-WHITE" "38" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "C-CHILD" "Z-OTHER"
"2004" "Hillsborough" "Hillsborough County Sheriffs Office" "4119256" 2 "" "13" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "C-CHILD" ""
"2004" "Marion" "Marion County Sheriffs Office" "4028307" 1 "5/21/2004" "UK" "M-MALE" "W-WHITE" "55" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2004" "Marion" "Marion County Sheriffs Office" "4028307" 2 "" "UK" "M-MALE" "W-WHITE" "27" "M-MALE" "W-WHITE" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami Police Department" "0272002-4" 1 "1/27/2004" "54" "F-FEMALE" "W-WHITE" "39" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "Z-OTHER"
"2004" "Miami-Dade" "Miami Police Department" "0272002-4" 2 "" "43" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami Police Department" "1361925-4" 1 "5/15/2004" "36" "M-MALE" "B-BLACK" "23" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Miami-Dade" "Miami Police Department" "1361925-4" 2 "" "25" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami Police Department" "1432046-4" 1 "5/22/2004" "35" "M-MALE" "B-BLACK" "62" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2004" "Miami-Dade" "Miami Police Department" "1432046-4" 2 "" "62" "M-MALE" "B-BLACK" "35" "M-MALE" "B-BLACK" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami Police Department" "2071006-4" 1 "7/24/2004" "21" "M-MALE" "B-BLACK" "UK" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Miami-Dade" "Miami Police Department" "2071006-4" 2 "" "74" "F-FEMALE" "B-BLACK" "UK" "M-MALE" "B-BLACK" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami Police Department" "2942035-4" 1 "10/20/2004" "17" "M-MALE" "B-BLACK" "UK" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Miami-Dade" "Miami Police Department" "2942035-4" 2 "" "18" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0279389C00" 1 "5/23/2004" "42" "F-FEMALE" "W-WHITE" "40" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "L-LOVERS QUARREL"
"2004" "Miami-Dade" "Miami-Dade Police Department" "0279389C00" 2 "" "66" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "O-OTHER FAMILY" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0313253C00" 1 "6/9/2004" "27" "F-FEMALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Miami-Dade" "Miami-Dade Police Department" "0313253C00" 2 "" "21" "F-FEMALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0313253C00" 3 "" "1" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0334946C00" 1 "6/20/2004" "16" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Miami-Dade" "Miami-Dade Police Department" "0334946C00" 2 "" "34" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "2-RIFLE" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0356323C00" 1 "7/1/2004" "9" "M-MALE" "B-BLACK" "19" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2004" "Miami-Dade" "Miami-Dade Police Department" "0356323C00" 2 "" "31" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0625584C00" 1 "11/26/2004" "31" "M-MALE" "B-BLACK" "18" "M-MALE" "B-BLACK" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "Z-OTHER"
"2004" "Miami-Dade" "Miami-Dade Police Department" "0625584C00" 2 "" "22" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0633033C00" 1 "11/30/2004" "64" "M-MALE" "W-WHITE" "41" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2004" "Miami-Dade" "Miami-Dade Police Department" "0633033C00" 2 "" "85" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Miami-Dade" "Miami-Dade Police Department" "0633033C00" 3 "" "63" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Nassau" "Nassau County Sheriffs Office" "20045876" 1 "10/24/2004" "17" "F-FEMALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Nassau" "Nassau County Sheriffs Office" "20045876" 2 "" "65" "F-FEMALE" "W-WHITE" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2004" "Orange" "Orange County Sheriffs Office" "40041380" 1 "5/5/2004" "25" "M-MALE" "B-BLACK" "33" "M-MALE" "W-WHITE" "4-FIREARM" "5-FELON ATTEMPTED FLIGHT FROM CRIME" "3-FELON KILLED BY POLICE OFFICER" "E-MULTIPLE VICTIMS / MULTIPLE OFFENDERS" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2004" "Orange" "Orange County Sheriffs Office" "40041380" 2 "" "26" "M-MALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2004" "Palm Beach" "West Palm Beach Police Department" "2004-0026245" 1 "11/4/2004" "26" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Palm Beach" "West Palm Beach Police Department" "2004-0026245" 2 "" "23" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Palm Beach" "West Palm Beach Police Department" "2004-0026503" 1 "11/7/2004" "21" "M-MALE" "U-UNKNOWN" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2004" "Palm Beach" "West Palm Beach Police Department" "2004-0026503" 2 "" "23" "M-MALE" "U-UNKNOWN" "" "" "" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Pinellas" "St. Petersburg Police Department" "74096" 1 "11/18/2004" "24" "M-MALE" "B-BLACK" "25" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "Z-OTHER"
"2004" "Pinellas" "St. Petersburg Police Department" "74096" 2 "" "19" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2004" "Polk" "Polk County Sheriffs Office" "40000090896" 1 "5/30/2004" "32" "F-FEMALE" "W-WHITE" "35" "M-MALE" "W-WHITE" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "Z-OTHER" "L-LOVERS QUARREL"
"2004" "Polk" "Polk County Sheriffs Office" "40000090896" 2 "" "31" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "Z-OTHER" ""
"2004" "Sumter" "Sumter County Sheriffs Office" "2004-072998" 1 "7/26/2004" "32" "F-FEMALE" "W-WHITE" "36" "M-MALE" "B-BLACK" "3-SHOTGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2004" "Sumter" "Sumter County Sheriffs Office" "2004-072998" 2 "" "46" "M-MALE" "W-WHITE" "" "" "" "3-SHOTGUN" "" "" "" "U-UNKNOWN" ""
"2004" "Volusia" "Daytona Beach Police Department" "20041200174" 1 "12/2/2004" "31" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "F-OTHER FELONY INVOLVED"
"2004" "Volusia" "Daytona Beach Police Department" "20041200174" 2 "" "UK" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2005" "Alachua" "Gainesville Police Department" "205012673" 1 "7/14/2005" "48" "M-MALE" "W-WHITE" "27" "M-MALE" "B-BLACK" "3-SHOTGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2005" "Alachua" "Gainesville Police Department" "205012673" 2 "" "39" "M-MALE" "B-BLACK" "" "" "" "3-SHOTGUN" "" "" "" "U-UNKNOWN" ""
"2005" "Brevard" "Brevard County Sheriffs Office" "5344851" 1 "11/29/2005" "38" "M-MALE" "W-WHITE" "18" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "P-PARENT" "Z-OTHER"
"2005" "Brevard" "Brevard County Sheriffs Office" "5344851" 2 "11/29/2005" "38" "F-FEMALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "P-PARENT" ""
"2005" "Broward" "Broward County Sheriffs Office" "BS051204227" 1 "12/2/2005" "26" "M-MALE" "W-WHITE" "21" "M-MALE" "B-BLACK" "2-RIFLE" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
"2005" "Broward" "Broward County Sheriffs Office" "BS051204227" 2 "" "29" "M-MALE" "W-WHITE" "" "" "" "2-RIFLE" "" "" "" "U-UNKNOWN" ""
"2005" "Broward" "Pembroke Pines Police Department" "2005-008510" 1 "1/30/2005" "33" "F-FEMALE" "B-BLACK" "57" "M-MALE" "B-BLACK" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "S-SPOUSE" "L-LOVERS QUARREL"
"2005" "Broward" "Pembroke Pines Police Department" "2005-008510" 2 "" "12" "F-FEMALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "C-CHILD" ""
"2005" "Broward" "Pembroke Pines Police Department" "2005-008510" 3 "" "10" "F-FEMALE" "B-BLACK" "" "" "" "4-FIREARM" "" "" "" "C-CHILD" ""
"2005" "Broward" "Plantation Police Department" "9190509" 1 "4/7/2005" "18" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "U-UNKNOWN"
"2005" "Broward" "Plantation Police Department" "9190509" 2 "" "20" "F-FEMALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "" "" "" "U-UNKNOWN" ""
"2005" "Citrus" "Citrus County Sheriffs Office" "5030115" 1 "3/3/2005" "41" "F-FEMALE" "W-WHITE" "44" "M-MALE" "W-WHITE" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "H=CO-HABITANT" "U-UNKNOWN"
"2005" "Citrus" "Citrus County Sheriffs Office" "5030115" 2 "" "64" "M-MALE" "W-WHITE" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2005" "Collier" "Collier County Sheriffs Office" "500021468" 1 "6/25/2005" "38" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "U-UNKNOWN" "D-DRUG RELATED ARGUMENT"
"2005" "Collier" "Collier County Sheriffs Office" "500021468" 2 "" "41" "F-FEMALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2005" "Collier" "Collier County Sheriffs Office" "500021468" 3 "" "36" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2005" "Collier" "Collier County Sheriffs Office" "500021468" 4 "" "31" "M-MALE" "W-WHITE" "UK" "U-UNKNOWN" "U-UNKNOWN" "4-FIREARM" "" "" "" "U-UNKNOWN" ""
"2005" "Duval" "Jacksonville Sheriffs Office" "2005- 824982" 1 "9/26/2005" "41" "M-MALE" "B-BLACK" "UK" "U-UNKNOWN" "U-UNKNOWN" "1-HANDGUN" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "F-MULTIPLE VICTIMS / UNKNOWN OFFENDER(S)" "Z-OTHER" "U-UNKNOWN"
"2005" "Duval" "Jacksonville Sheriffs Office" "2005- 824982" 2 "9/26/2005" "39" "M-MALE" "B-BLACK" "" "" "" "1-HANDGUN" "" "" "" "Z-OTHER" ""
"2005" "Hillsborough" "Plant City Police Department" "0501-3224" 1 "1/15/2005" "26" "F-FEMALE" "W-WHITE" "25" "M-MALE" "W-WHITE" "4-FIREARM" "1-NOT APPLICABLE" "1-NOT APPLICABLE" "D-MULTIPLE VICTIMS / SINGLE OFFENDER" "U-UNKNOWN" "U-UNKNOWN"
